Assunção Cristas e Adolfo Mesquita Nunes presentes no Congresso do PSD	other		2018-02-23	https://arquivo.pt/wayback/20180223015617/http://expresso.sapo.pt/politica/2018-02-15-Assuncao-Cristas-e-Adolfo-Mesquita-Nunes-presentes-no-Congresso-do-PSD	Adolfo Mesquita Nunes	Assunção Cristas	https://www.wikidata.org/wiki/Q16485477	https://www.wikidata.org/wiki/Q439377
Aguiar-Branco critica Rui Rio e António Costa	ent1_opposes_ent2		2014-10-18	https://arquivo.pt/wayback/20141018080930/http://observador.pt/2014/07/11/aguiar-branco-critica-rui-rio-e-costa/	Aguiar-Branco	Rui Rio	https://www.wikidata.org/wiki/Q1555060	https://www.wikidata.org/wiki/Q7378729
Alberto João Jardim diz que José Manuel Coelho pautou muitas vezes "pela anormalidade"	ent1_opposes_ent2		2019-04-23	https://arquivo.pt/wayback/20190423201427/https://www.tsf.pt/lusa/interior/alberto-joao-jardim-diz-que-jose-manuel-coelho-pautou-muitas-vezes-pela-anormalidade-10825930.html	Alberto João Jardim	José Manuel Coelho	https://www.wikidata.org/wiki/Q784504	https://www.wikidata.org/wiki/Q3186409
Albuquerque garante que tem as contas “controladas” e acusa Costa de enganar os madeirenses	ent1_opposes_ent2		2018-02-17	https://arquivo.pt/wayback/20180217031738/http://www.dnoticias.pt/madeira/albuquerque-garante-que-tem-as-contas-controladas-e-acusa-costa-de-enganar-os-madeirenses-CC2756703	Albuquerque	Costa	https://www.wikidata.org/wiki/Q10329706	https://www.wikidata.org/wiki/Q610788
Alfredo Barroso acusa António Costa de vassalagem à China	ent1_opposes_ent2		2016-11-13	https://arquivo.pt/wayback/20161113030636/http://sicnoticias.sapo.pt/pais/2015-02-26-Alfredo-Barroso-acusa-Antonio-Costa-de-vassalagem-a-China-	Alfredo Barroso	António Costa	https://www.wikidata.org/wiki/Q16336375	https://www.wikidata.org/wiki/Q610788
Alfredo Barroso vai desfiliar-se do PS por causa de Costa	ent1_opposes_ent2		2015-02-26	https://arquivo.pt/wayback/20150226230445/http://www.aeiou.pt/quiosque/fundador-do-ps-alfredo-barroso-pede-desfiliacao-do-partido-por-causa-de-antonio-costa	Alfredo Barroso	Costa	https://www.wikidata.org/wiki/Q16336375	https://www.wikidata.org/wiki/Q610788
Alfredo Barroso acusa Graça Fonseca de fazer "propaganda pessoal"	ent1_opposes_ent2		2017-08-25	https://arquivo.pt/wayback/20170825231919/https://ionline.sapo.pt/artigo/577654/gA=artigo/577654	Alfredo Barroso	Graça Fonseca	https://www.wikidata.org/wiki/Q16336375	https://www.wikidata.org/wiki/Q30930777
Álvaro Amaro considera candidatura de Marcelo Rebelo de Sousa vitoriosa	ent1_supports_ent2		2015-10-11	https://arquivo.pt/wayback/20151011190121/http://observador.pt/2015/10/10/alvaro-amaro-considera-candidatura-de-marcelo-rebelo-de-sousa-vitoriosa/	Álvaro Amaro	Marcelo Rebelo de Sousa	https://www.wikidata.org/wiki/Q61944361	https://www.wikidata.org/wiki/Q6756617
Amado entende que Ana Gomes retirou as suas declarações do contexto	other		2017-03-02	https://arquivo.pt/wayback/20170302180348/http://www.tsf.pt/internacional/medio-oriente/interior/amado-entende-que-ana-gomes-retirou-as-suas-declaracoes-do-contexto-1790706.html?id=1790706	Amado	Ana Gomes	https://www.wikidata.org/wiki/Q1382641	https://www.wikidata.org/wiki/Q2844986
Luís Amado prometeu "tentar convencer" Sócrates sobre utilização das Lajes	other		2011-09-09	https://arquivo.pt/wayback/20110909013618/http://www.jn.pt/PaginaInicial/Nacional/Interior.aspx?content_id=1983357	Amado	Sócrates	https://www.wikidata.org/wiki/Q1382641	https://www.wikidata.org/wiki/Q182367
Ana Drago e Daniel Oliveira admitem aproximar-se do Livre e do PS	other		2014-07-13	http://publico.pt/1662756	Ana Drago	Daniel Oliveira	https://www.wikidata.org/wiki/Q1518240	https://www.wikidata.org/wiki/Q10263981
Ana Drago contraria Louçã e diz que liderança bicéfala não é a única solução	ent1_opposes_ent2		2012-08-20	https://arquivo.pt/wayback/20120820223026/http://sol.sapo.pt/inicio/Politica/Interior.aspx?content_id=57159	Ana Drago	Louçã	https://www.wikidata.org/wiki/Q1518240	https://www.wikidata.org/wiki/Q1442096
Ana Drago e Pacheco Pereira no Congresso do PS	other		2016-06-16	https://arquivo.pt/wayback/20160616010931/https://www.publico.pt/politica/noticia/ana-drago-e-pacheco-pereira-no-congresso-do-ps-1732829	Ana Drago	Pacheco Pereira	https://www.wikidata.org/wiki/Q1518240	https://www.wikidata.org/wiki/Q6293647
O que querem Ana Drago e Rui Tavares	other		2018-04-25	https://arquivo.pt/wayback/20180425043544/https://observador.pt/2015/06/20/querem-ana-drago-rui-tavares/	Ana Drago	Rui Tavares	https://www.wikidata.org/wiki/Q1518240	https://www.wikidata.org/wiki/Q1337232
Rui Tavares e Ana Drago eleitos nas primárias do LIVRE	other		2015-06-24	https://arquivo.pt/wayback/20150624231708/http://www.dn.pt/politica/interior.aspx?content_id=4642722	Ana Drago	Rui Tavares	https://www.wikidata.org/wiki/Q1518240	https://www.wikidata.org/wiki/Q1337232
Rui Tavares e Ana Drago encabeçam lista do Livre em Lisboa	other		2015-06-24	https://arquivo.pt/wayback/20150624201131/http://www.aeiou.pt/quiosque/perto-de-8-000-vao-escolher-candidatos-a-deputados	Ana Drago	Rui Tavares	https://www.wikidata.org/wiki/Q1518240	https://www.wikidata.org/wiki/Q1337232
Voos da CIA: Ana Gomes desafia Durão Barroso	ent1_opposes_ent2		2010-08-20	https://arquivo.pt/wayback/20100820025931/http://www.tvi24.iol.pt/sociedade/voos-cia-ana-gomes-durao-barroso-guantanamo/1039490-4071.html	Ana Gomes	Durão Barroso	https://www.wikidata.org/wiki/Q2844986	https://www.wikidata.org/wiki/Q15849
Ana Gomes quer Ferro como Presidente da Assembleia da República	ent1_supports_ent2		2011-04-19	https://arquivo.pt/wayback/20110419205031/http://www.ionline.pt/conteudo/118131-ana-gomes-quer-ferro-como-presidente-da-assembleia-da-republica	Ana Gomes	Ferro	https://www.wikidata.org/wiki/Q2844986	https://www.wikidata.org/wiki/Q925136
Ana Gomes quer entidades europeias a averiguar investimentos de Isabel dos Santos	ent1_opposes_ent2		2015-10-16	https://arquivo.pt/wayback/20151016194106/http://observador.pt/2015/10/16/ana-gomes-quer-entidades-europeias-averiguar-investimentos-isabel-dos-santos/	Ana Gomes	Isabel dos Santos	https://www.wikidata.org/wiki/Q2844986	https://www.wikidata.org/wiki/Q456034
Eurodeputada Ana Gomes pede reavaliação de idoneidade de Isabel dos Santos	ent1_opposes_ent2		2018-08-16	https://arquivo.pt/wayback/20180816195254/https://jornaleconomico.sapo.pt/noticias/eurodeputada-ana-gomes-pede-reavaliacao-de-idoneidade-de-isabel-dos-santos-323898	Ana Gomes	Isabel dos Santos	https://www.wikidata.org/wiki/Q2844986	https://www.wikidata.org/wiki/Q182367
Ana Gomes acusa José Lello de "vender banha da cobra"	ent1_opposes_ent2		2007-07-02	https://arquivo.pt/wayback/20070702034741/http://dn.sapo.pt/2007/05/15/nacional/ana_gomes_acusa_jose_lello_vender_ba.html	Ana Gomes	José Lello	https://www.wikidata.org/wiki/Q1518240	https://www.wikidata.org/wiki/Q64688
Ana Gomes discorda de Luís Amado	ent1_opposes_ent2		2014-05-24	https://arquivo.pt/wayback/20140524060649/http://www.tvi24.iol.pt/opiniao/AnaGomes-AnaGomesdiscordadeLuisAmado/1371870-5339.html	Ana Gomes	Luís Amado	https://www.wikidata.org/wiki/Q2844986	https://www.wikidata.org/wiki/Q1382641
Líbia: Ana Gomes ataca passividade de Luís Amado	ent1_opposes_ent2		2011-02-22	https://arquivo.pt/wayback/20110222161429/http://www.tvi24.iol.pt/politica/libia-ana-gomes-luis-amado-khadafi-tvi24/1234793-4072.html	Ana Gomes	Luís Amado	https://www.wikidata.org/wiki/Q2844986	https://www.wikidata.org/wiki/Q1382641
